,Date,Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CodeSum_BR,CodeSum_DZ,CodeSum_DZ BR,CodeSum_RA,CodeSum_RA BR,CodeSum_RA DZ,CodeSum_RA DZ BR,CodeSum_TS,CodeSum_TS BR,CodeSum_TS RA,CodeSum_TS RA BR,Daylight
10,2007-05-29,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
11,2007-05-29,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,2,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
12,2007-05-29,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
13,2007-05-29,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
14,2007-05-29,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
15,2007-05-29,CULEX RESTUANS,11,T091,41.862292,-87.64886,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
16,2007-05-29,CULEX RESTUANS,17,T094,41.720848,-87.666014,9,3,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
17,2007-05-29,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
18,2007-05-29,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
19,2007-05-29,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
20,2007-05-29,CULEX RESTUANS,53,T129,41.891126,-87.61156,5,2,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
21,2007-05-29,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
22,2007-05-29,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.68776899999999,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
23,2007-05-29,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
24,2007-05-29,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,88,60,74,10,58,65,0,9,0.0,29.39,30.11,5.8,18,6.5,1,0,0,0,0,0,0,0,0,0,0,896
25,2007-06-05,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
26,2007-06-05,CULEX RESTUANS,41,T002,41.95469,-87.800991,9,5,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
27,2007-06-05,CULEX PIPIENS,41,T002,41.95469,-87.800991,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
28,2007-06-05,CULEX PIPIENS/RESTUANS,79,T015,41.974089,-87.824812,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
29,2007-06-05,CULEX RESTUANS,79,T015,41.974089,-87.824812,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
30,2007-06-05,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
31,2007-06-05,CULEX RESTUANS,15,T045,41.9216,-87.666455,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
32,2007-06-05,CULEX PIPIENS,15,T045,41.9216,-87.666455,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
33,2007-06-05,CULEX RESTUANS,25,T046,41.891118,-87.65449100000001,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
34,2007-06-05,CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
35,2007-06-05,CULEX RESTUANS,11,T048,41.867108,-87.654224,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
36,2007-06-05,CULEX PIPIENS,11,T048,41.867108,-87.654224,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
37,2007-06-05,CULEX RESTUANS,11,T049,41.896282,-87.655232,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
38,2007-06-05,CULEX PIPIENS/RESTUANS,21,T050,41.919343,-87.694259,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
39,2007-06-05,CULEX RESTUANS,21,T050,41.919343,-87.694259,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
40,2007-06-05,CULEX RESTUANS,22,T054,41.921965,-87.632085,8,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
41,2007-06-05,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,4,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
42,2007-06-05,CULEX PIPIENS/RESTUANS,17,T094,41.720848,-87.666014,9,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
43,2007-06-05,CULEX PIPIENS/RESTUANS,22,T096,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
44,2007-06-05,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
45,2007-06-05,CULEX PIPIENS,22,T096,41.731922,-87.677512,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
46,2007-06-05,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
47,2007-06-05,CULEX RESTUANS,65,T143,41.999128999999996,-87.795585,8,9,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
48,2007-06-05,CULEX RESTUANS,15,T153,41.907645,-87.760886,8,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
49,2007-06-05,CULEX RESTUANS,89,T159,41.732984,-87.649642,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
50,2007-06-05,CULEX RESTUANS,91,T009,41.981964000000005,-87.812827,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
51,2007-06-05,CULEX RESTUANS,36,T011,41.944869,-87.832763,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
52,2007-06-05,CULEX RESTUANS,72,T016,42.011601,-87.81150600000001,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
53,2007-06-05,CULEX RESTUANS,38,T019,41.94983,-87.69845699999999,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
54,2007-06-05,CULEX RESTUANS,49,T025,41.979243,-87.750938,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
55,2007-06-05,CULEX RESTUANS,58,T028,41.986921,-87.689778,9,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
56,2007-06-05,CULEX PIPIENS/RESTUANS,50,T031,41.801497999999995,-87.763416,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
57,2007-06-05,CULEX RESTUANS,14,T033,41.906638,-87.701431,9,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
58,2007-06-05,CULEX RESTUANS,10,T089,41.723195000000004,-87.64997,5,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
59,2007-06-05,CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
60,2007-06-05,CULEX RESTUANS,11,T090,41.868077,-87.666901,9,7,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
61,2007-06-05,CULEX PIPIENS/RESTUANS,11,T092,41.869215999999994,-87.627561,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
62,2007-06-05,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999999,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
63,2007-06-05,CULEX RESTUANS,42,T135,41.662014,-87.72460799999999,8,4,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
64,2007-06-05,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
65,2007-06-05,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
66,2007-06-05,CULEX RESTUANS,53,T141,41.961743,-87.76007,9,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
67,2007-06-05,CULEX PIPIENS/RESTUANS,40,T142,41.953067,-87.776792,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
68,2007-06-05,CULEX RESTUANS,40,T142,41.953067,-87.776792,8,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
69,2007-06-05,CULEX RESTUANS,43,T145,41.878114000000004,-87.629798,3,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
70,2007-06-05,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
71,2007-06-05,CULEX RESTUANS,42,T146,41.958271,-87.702575,9,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
72,2007-06-05,CULEX RESTUANS,28,T147,41.932094,-87.700117,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
73,2007-06-05,CULEX PIPIENS/RESTUANS,15,T149,41.994469,-87.667736,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
74,2007-06-05,CULEX RESTUANS,18,T150,42.006858,-87.675919,9,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
75,2007-06-05,CULEX PIPIENS/RESTUANS,70,T151,41.916265,-87.800515,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
76,2007-06-05,CULEX RESTUANS,70,T151,41.916265,-87.800515,8,10,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
77,2007-06-05,CULEX RESTUANS,25,T152,41.846075,-87.716277,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
78,2007-06-05,CULEX RESTUANS,21,T154,41.918704999999996,-87.752329,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
79,2007-06-05,CULEX PIPIENS/RESTUANS,35,T158,41.682587,-87.707973,9,3,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
80,2007-06-05,CULEX RESTUANS,35,T158,41.682587,-87.707973,9,8,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
81,2007-06-05,CULEX PIPIENS/RESTUANS,93,T162,41.725516999999996,-87.61425799999999,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
82,2007-06-05,CULEX PIPIENS/RESTUANS,37,T218,41.948167,-87.730698,8,2,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
83,2007-06-05,CULEX RESTUANS,37,T218,41.948167,-87.730698,8,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
84,2007-06-05,CULEX RESTUANS,45,T220,41.963976,-87.69181,9,1,0,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,0,0,0,0,1,0,0,0,0,0,0,906
85,2007-06-26,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
86,2007-06-26,CULEX RESTUANS,41,T002,41.95469,-87.800991,9,4,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
87,2007-06-26,CULEX SALINARIUS,41,T002,41.95469,-87.800991,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
88,2007-06-26,CULEX PIPIENS/RESTUANS,62,T007,41.994991,-87.769279,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
89,2007-06-26,CULEX RESTUANS,62,T007,41.994991,-87.769279,9,4,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
90,2007-06-26,CULEX RESTUANS,79,T015,41.974089,-87.824812,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
91,2007-06-26,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
92,2007-06-26,CULEX RESTUANS,15,T045,41.9216,-87.666455,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
93,2007-06-26,CULEX PIPIENS/RESTUANS,25,T046,41.891118,-87.65449100000001,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
94,2007-06-26,CULEX RESTUANS,25,T046,41.891118,-87.65449100000001,8,6,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
95,2007-06-26,CULEX PIPIENS/RESTUANS,11,T048,41.867108,-87.654224,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
96,2007-06-26,CULEX RESTUANS,11,T049,41.896282,-87.655232,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
97,2007-06-26,CULEX RESTUANS,21,T050,41.919343,-87.694259,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
98,2007-06-26,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
99,2007-06-26,CULEX PIPIENS/RESTUANS,22,T086,41.688324,-87.676709,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
100,2007-06-26,CULEX RESTUANS,22,T086,41.688324,-87.676709,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
101,2007-06-26,CULEX RESTUANS,22,T096,41.731922,-87.677512,8,5,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
102,2007-06-26,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
103,2007-06-26,CULEX RESTUANS,53,T129,41.891126,-87.61156,5,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
104,2007-06-26,CULEX PIPIENS/RESTUANS,65,T143,41.999128999999996,-87.795585,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
105,2007-06-26,CULEX RESTUANS,65,T143,41.999128999999996,-87.795585,8,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
106,2007-06-26,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.68776899999999,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
107,2007-06-26,CULEX RESTUANS,75,T148,42.01743,-87.68776899999999,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
108,2007-06-26,CULEX PIPIENS/RESTUANS,36,T011,41.944869,-87.832763,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
109,2007-06-26,CULEX RESTUANS,36,T011,41.944869,-87.832763,8,4,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
110,2007-06-26,CULEX PIPIENS/RESTUANS,72,T016,42.011601,-87.81150600000001,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
111,2007-06-26,CULEX RESTUANS,72,T016,42.011601,-87.81150600000001,8,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
112,2007-06-26,CULEX RESTUANS,38,T019,41.94983,-87.69845699999999,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
113,2007-06-26,CULEX PIPIENS/RESTUANS,49,T025,41.979243,-87.750938,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
114,2007-06-26,CULEX PIPIENS/RESTUANS,58,T028,41.986921,-87.689778,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
115,2007-06-26,CULEX RESTUANS,58,T028,41.986921,-87.689778,9,9,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
116,2007-06-26,CULEX PIPIENS/RESTUANS,14,T033,41.906638,-87.701431,9,2,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
117,2007-06-26,CULEX RESTUANS,14,T033,41.906638,-87.701431,9,3,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
118,2007-06-26,CULEX PIPIENS/RESTUANS,11,T090,41.868077,-87.666901,9,10,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
119,2007-06-26,CULEX RESTUANS,11,T090,41.868077,-87.666901,9,19,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
120,2007-06-26,CULEX PIPIENS,11,T090,41.868077,-87.666901,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
121,2007-06-26,CULEX PIPIENS/RESTUANS,42,T135,41.662014,-87.72460799999999,8,20,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
122,2007-06-26,CULEX RESTUANS,42,T135,41.662014,-87.72460799999999,8,25,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
123,2007-06-26,CULEX PIPIENS,42,T135,41.662014,-87.72460799999999,8,6,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
124,2007-06-26,CULEX PIPIENS/RESTUANS,53,T141,41.961743,-87.76007,9,1,0,92,70,81,10,69,72,0,16,0.16,29.39,30.11,6.1,22,7.1,1,0,0,0,0,0,0,0,0,0,0,913
